name	electrode_name	type	units	sampling_frequency
ch775	e775	n/a	V	-1.0
ch776	e776	n/a	V	-1.0
ch777	e777	n/a	V	-1.0
ch778	e778	n/a	V	-1.0
ch779	e779	n/a	V	-1.0
ch780	e780	n/a	V	-1.0
ch781	e781	n/a	V	-1.0
ch782	e782	n/a	V	-1.0
ch783	e783	n/a	V	-1.0
ch784	e784	n/a	V	-1.0
ch785	e785	n/a	V	-1.0
ch786	e786	n/a	V	-1.0
ch787	e787	n/a	V	-1.0
ch788	e788	n/a	V	-1.0
ch789	e789	n/a	V	-1.0
ch790	e790	n/a	V	-1.0
ch791	e791	n/a	V	-1.0
ch792	e792	n/a	V	-1.0
ch793	e793	n/a	V	-1.0
ch794	e794	n/a	V	-1.0
ch795	e795	n/a	V	-1.0
ch796	e796	n/a	V	-1.0
ch797	e797	n/a	V	-1.0
ch798	e798	n/a	V	-1.0
ch799	e799	n/a	V	-1.0
ch800	e800	n/a	V	-1.0
ch801	e801	n/a	V	-1.0
ch802	e802	n/a	V	-1.0
ch803	e803	n/a	V	-1.0
ch804	e804	n/a	V	-1.0
ch805	e805	n/a	V	-1.0
ch806	e806	n/a	V	-1.0
ch807	e807	n/a	V	-1.0
ch808	e808	n/a	V	-1.0
ch809	e809	n/a	V	-1.0
ch810	e810	n/a	V	-1.0
ch811	e811	n/a	V	-1.0
ch812	e812	n/a	V	-1.0
ch813	e813	n/a	V	-1.0
ch814	e814	n/a	V	-1.0
ch815	e815	n/a	V	-1.0
ch816	e816	n/a	V	-1.0
ch817	e817	n/a	V	-1.0
ch818	e818	n/a	V	-1.0
ch819	e819	n/a	V	-1.0
ch820	e820	n/a	V	-1.0
ch821	e821	n/a	V	-1.0
ch822	e822	n/a	V	-1.0
ch823	e823	n/a	V	-1.0
ch824	e824	n/a	V	-1.0
ch825	e825	n/a	V	-1.0
ch826	e826	n/a	V	-1.0
ch827	e827	n/a	V	-1.0
ch828	e828	n/a	V	-1.0
ch829	e829	n/a	V	-1.0
ch830	e830	n/a	V	-1.0
ch831	e831	n/a	V	-1.0
ch832	e832	n/a	V	-1.0
ch833	e833	n/a	V	-1.0
ch834	e834	n/a	V	-1.0
ch835	e835	n/a	V	-1.0
ch836	e836	n/a	V	-1.0
ch837	e837	n/a	V	-1.0
ch838	e838	n/a	V	-1.0
ch839	e839	n/a	V	-1.0
ch840	e840	n/a	V	-1.0
ch841	e841	n/a	V	-1.0
ch842	e842	n/a	V	-1.0
ch843	e843	n/a	V	-1.0
ch844	e844	n/a	V	-1.0
ch845	e845	n/a	V	-1.0
ch846	e846	n/a	V	-1.0
ch847	e847	n/a	V	-1.0
ch848	e848	n/a	V	-1.0
ch849	e849	n/a	V	-1.0
ch850	e850	n/a	V	-1.0
ch851	e851	n/a	V	-1.0
ch852	e852	n/a	V	-1.0
ch853	e853	n/a	V	-1.0
ch854	e854	n/a	V	-1.0
ch855	e855	n/a	V	-1.0
ch856	e856	n/a	V	-1.0
ch857	e857	n/a	V	-1.0
ch858	e858	n/a	V	-1.0
ch859	e859	n/a	V	-1.0
ch860	e860	n/a	V	-1.0
ch861	e861	n/a	V	-1.0
ch862	e862	n/a	V	-1.0
ch863	e863	n/a	V	-1.0
ch864	e864	n/a	V	-1.0
ch865	e865	n/a	V	-1.0
ch866	e866	n/a	V	-1.0
ch867	e867	n/a	V	-1.0
ch868	e868	n/a	V	-1.0
ch869	e869	n/a	V	-1.0
ch870	e870	n/a	V	-1.0
ch871	e871	n/a	V	-1.0
ch872	e872	n/a	V	-1.0
ch873	e873	n/a	V	-1.0
ch874	e874	n/a	V	-1.0
ch875	e875	n/a	V	-1.0
ch876	e876	n/a	V	-1.0
ch877	e877	n/a	V	-1.0
ch878	e878	n/a	V	-1.0
ch879	e879	n/a	V	-1.0
ch880	e880	n/a	V	-1.0
ch881	e881	n/a	V	-1.0
ch882	e882	n/a	V	-1.0
ch883	e883	n/a	V	-1.0
ch884	e884	n/a	V	-1.0
ch885	e885	n/a	V	-1.0
ch886	e886	n/a	V	-1.0
ch887	e887	n/a	V	-1.0
ch888	e888	n/a	V	-1.0
ch889	e889	n/a	V	-1.0
ch890	e890	n/a	V	-1.0
ch891	e891	n/a	V	-1.0
ch892	e892	n/a	V	-1.0
ch893	e893	n/a	V	-1.0
ch894	e894	n/a	V	-1.0
ch895	e895	n/a	V	-1.0
ch896	e896	n/a	V	-1.0
ch897	e897	n/a	V	-1.0
ch898	e898	n/a	V	-1.0
ch899	e899	n/a	V	-1.0
ch900	e900	n/a	V	-1.0
ch901	e901	n/a	V	-1.0
ch902	e902	n/a	V	-1.0
ch903	e903	n/a	V	-1.0
ch904	e904	n/a	V	-1.0
ch905	e905	n/a	V	-1.0
ch906	e906	n/a	V	-1.0
ch907	e907	n/a	V	-1.0
ch908	e908	n/a	V	-1.0
ch909	e909	n/a	V	-1.0
ch910	e910	n/a	V	-1.0
ch911	e911	n/a	V	-1.0
ch912	e912	n/a	V	-1.0
ch913	e913	n/a	V	-1.0
ch914	e914	n/a	V	-1.0
ch915	e915	n/a	V	-1.0
ch916	e916	n/a	V	-1.0
ch917	e917	n/a	V	-1.0
ch918	e918	n/a	V	-1.0
ch919	e919	n/a	V	-1.0
ch920	e920	n/a	V	-1.0
ch921	e921	n/a	V	-1.0
ch922	e922	n/a	V	-1.0
ch923	e923	n/a	V	-1.0
ch924	e924	n/a	V	-1.0
ch925	e925	n/a	V	-1.0
ch926	e926	n/a	V	-1.0
ch927	e927	n/a	V	-1.0
ch928	e928	n/a	V	-1.0
ch929	e929	n/a	V	-1.0
ch930	e930	n/a	V	-1.0
ch931	e931	n/a	V	-1.0
ch932	e932	n/a	V	-1.0
ch933	e933	n/a	V	-1.0
ch934	e934	n/a	V	-1.0
ch935	e935	n/a	V	-1.0
ch936	e936	n/a	V	-1.0
ch937	e937	n/a	V	-1.0
ch938	e938	n/a	V	-1.0
ch939	e939	n/a	V	-1.0
ch940	e940	n/a	V	-1.0
ch941	e941	n/a	V	-1.0
ch942	e942	n/a	V	-1.0
ch943	e943	n/a	V	-1.0
ch944	e944	n/a	V	-1.0
ch945	e945	n/a	V	-1.0
ch946	e946	n/a	V	-1.0
ch947	e947	n/a	V	-1.0
ch948	e948	n/a	V	-1.0
ch949	e949	n/a	V	-1.0
ch950	e950	n/a	V	-1.0
ch951	e951	n/a	V	-1.0
ch952	e952	n/a	V	-1.0
ch953	e953	n/a	V	-1.0
ch954	e954	n/a	V	-1.0
ch955	e955	n/a	V	-1.0
ch956	e956	n/a	V	-1.0
ch957	e957	n/a	V	-1.0
ch958	e958	n/a	V	-1.0
ch959	e959	n/a	V	-1.0
ch960	e960	n/a	V	-1.0
ch961	e961	n/a	V	-1.0
ch962	e962	n/a	V	-1.0
ch963	e963	n/a	V	-1.0
ch964	e964	n/a	V	-1.0
ch965	e965	n/a	V	-1.0
ch966	e966	n/a	V	-1.0
ch967	e967	n/a	V	-1.0
ch968	e968	n/a	V	-1.0
ch969	e969	n/a	V	-1.0
ch970	e970	n/a	V	-1.0
ch971	e971	n/a	V	-1.0
ch972	e972	n/a	V	-1.0
ch973	e973	n/a	V	-1.0
ch974	e974	n/a	V	-1.0
ch975	e975	n/a	V	-1.0
ch976	e976	n/a	V	-1.0
ch977	e977	n/a	V	-1.0
ch978	e978	n/a	V	-1.0
ch979	e979	n/a	V	-1.0
ch980	e980	n/a	V	-1.0
ch981	e981	n/a	V	-1.0
ch982	e982	n/a	V	-1.0
ch983	e983	n/a	V	-1.0
ch984	e984	n/a	V	-1.0
ch985	e985	n/a	V	-1.0
ch986	e986	n/a	V	-1.0
ch987	e987	n/a	V	-1.0
ch988	e988	n/a	V	-1.0
ch989	e989	n/a	V	-1.0
ch990	e990	n/a	V	-1.0
ch991	e991	n/a	V	-1.0
ch992	e992	n/a	V	-1.0
ch993	e993	n/a	V	-1.0
ch994	e994	n/a	V	-1.0
ch995	e995	n/a	V	-1.0
ch996	e996	n/a	V	-1.0
ch997	e997	n/a	V	-1.0
ch998	e998	n/a	V	-1.0
ch999	e999	n/a	V	-1.0
ch1000	e1000	n/a	V	-1.0
ch1001	e1001	n/a	V	-1.0
ch1002	e1002	n/a	V	-1.0
ch1003	e1003	n/a	V	-1.0
ch1004	e1004	n/a	V	-1.0
ch1005	e1005	n/a	V	-1.0
ch1006	e1006	n/a	V	-1.0
ch1007	e1007	n/a	V	-1.0
ch1008	e1008	n/a	V	-1.0
ch1009	e1009	n/a	V	-1.0
ch1010	e1010	n/a	V	-1.0
ch1011	e1011	n/a	V	-1.0
ch1012	e1012	n/a	V	-1.0
ch1013	e1013	n/a	V	-1.0
ch1014	e1014	n/a	V	-1.0
ch1015	e1015	n/a	V	-1.0
ch1016	e1016	n/a	V	-1.0
ch1017	e1017	n/a	V	-1.0
ch1018	e1018	n/a	V	-1.0
ch1019	e1019	n/a	V	-1.0
ch1020	e1020	n/a	V	-1.0
ch1021	e1021	n/a	V	-1.0
ch1022	e1022	n/a	V	-1.0
ch1023	e1023	n/a	V	-1.0
ch1024	e1024	n/a	V	-1.0
ch1025	e1025	n/a	V	-1.0
ch1026	e1026	n/a	V	-1.0
ch1027	e1027	n/a	V	-1.0
ch1028	e1028	n/a	V	-1.0
ch1029	e1029	n/a	V	-1.0
ch1030	e1030	n/a	V	-1.0
ch1031	e1031	n/a	V	-1.0
ch1032	e1032	n/a	V	-1.0
ch1033	e1033	n/a	V	-1.0
ch1034	e1034	n/a	V	-1.0
ch1035	e1035	n/a	V	-1.0
ch1036	e1036	n/a	V	-1.0
ch1037	e1037	n/a	V	-1.0
ch1038	e1038	n/a	V	-1.0
ch1039	e1039	n/a	V	-1.0
ch1040	e1040	n/a	V	-1.0
ch1041	e1041	n/a	V	-1.0
ch1042	e1042	n/a	V	-1.0
ch1043	e1043	n/a	V	-1.0
ch1044	e1044	n/a	V	-1.0
ch1045	e1045	n/a	V	-1.0
ch1046	e1046	n/a	V	-1.0
ch1047	e1047	n/a	V	-1.0
ch1048	e1048	n/a	V	-1.0
ch1049	e1049	n/a	V	-1.0
ch1050	e1050	n/a	V	-1.0
ch1051	e1051	n/a	V	-1.0
ch1052	e1052	n/a	V	-1.0
ch1053	e1053	n/a	V	-1.0
ch1054	e1054	n/a	V	-1.0
ch1055	e1055	n/a	V	-1.0
ch1056	e1056	n/a	V	-1.0
ch1057	e1057	n/a	V	-1.0
ch1058	e1058	n/a	V	-1.0
ch1059	e1059	n/a	V	-1.0
ch1060	e1060	n/a	V	-1.0
ch1061	e1061	n/a	V	-1.0
ch1062	e1062	n/a	V	-1.0
ch1063	e1063	n/a	V	-1.0
ch1064	e1064	n/a	V	-1.0
ch1065	e1065	n/a	V	-1.0
ch1066	e1066	n/a	V	-1.0
ch1067	e1067	n/a	V	-1.0
ch1068	e1068	n/a	V	-1.0
ch1069	e1069	n/a	V	-1.0
ch1070	e1070	n/a	V	-1.0
ch1071	e1071	n/a	V	-1.0
ch1072	e1072	n/a	V	-1.0
ch1073	e1073	n/a	V	-1.0
ch1074	e1074	n/a	V	-1.0
ch1075	e1075	n/a	V	-1.0
ch1076	e1076	n/a	V	-1.0
ch1077	e1077	n/a	V	-1.0
ch1078	e1078	n/a	V	-1.0
ch1079	e1079	n/a	V	-1.0
ch1080	e1080	n/a	V	-1.0
ch1081	e1081	n/a	V	-1.0
ch1082	e1082	n/a	V	-1.0
ch1083	e1083	n/a	V	-1.0
ch1084	e1084	n/a	V	-1.0
ch1085	e1085	n/a	V	-1.0
ch1086	e1086	n/a	V	-1.0
ch1087	e1087	n/a	V	-1.0
ch1088	e1088	n/a	V	-1.0
ch1089	e1089	n/a	V	-1.0
ch1090	e1090	n/a	V	-1.0
ch1091	e1091	n/a	V	-1.0
ch1092	e1092	n/a	V	-1.0
ch1093	e1093	n/a	V	-1.0
ch1094	e1094	n/a	V	-1.0
ch1095	e1095	n/a	V	-1.0
ch1096	e1096	n/a	V	-1.0
ch1097	e1097	n/a	V	-1.0
ch1098	e1098	n/a	V	-1.0
ch1099	e1099	n/a	V	-1.0
ch1100	e1100	n/a	V	-1.0
ch1101	e1101	n/a	V	-1.0
ch1102	e1102	n/a	V	-1.0
ch1103	e1103	n/a	V	-1.0
ch1104	e1104	n/a	V	-1.0
ch1105	e1105	n/a	V	-1.0
ch1106	e1106	n/a	V	-1.0
ch1107	e1107	n/a	V	-1.0
ch1108	e1108	n/a	V	-1.0
ch1109	e1109	n/a	V	-1.0
ch1110	e1110	n/a	V	-1.0
ch1111	e1111	n/a	V	-1.0
ch1112	e1112	n/a	V	-1.0
ch1113	e1113	n/a	V	-1.0
ch1114	e1114	n/a	V	-1.0
ch1115	e1115	n/a	V	-1.0
ch1116	e1116	n/a	V	-1.0
ch1117	e1117	n/a	V	-1.0
ch1118	e1118	n/a	V	-1.0
ch1119	e1119	n/a	V	-1.0
ch1120	e1120	n/a	V	-1.0
ch1121	e1121	n/a	V	-1.0
ch1122	e1122	n/a	V	-1.0
ch1123	e1123	n/a	V	-1.0
ch1124	e1124	n/a	V	-1.0
ch1125	e1125	n/a	V	-1.0
ch1126	e1126	n/a	V	-1.0
ch1127	e1127	n/a	V	-1.0
ch1128	e1128	n/a	V	-1.0
ch1129	e1129	n/a	V	-1.0
ch1130	e1130	n/a	V	-1.0
ch1131	e1131	n/a	V	-1.0
ch1132	e1132	n/a	V	-1.0
ch1133	e1133	n/a	V	-1.0
ch1134	e1134	n/a	V	-1.0
ch1135	e1135	n/a	V	-1.0
ch1136	e1136	n/a	V	-1.0
ch1137	e1137	n/a	V	-1.0
ch1138	e1138	n/a	V	-1.0
ch1139	e1139	n/a	V	-1.0
ch1140	e1140	n/a	V	-1.0
ch1141	e1141	n/a	V	-1.0
ch1142	e1142	n/a	V	-1.0
ch1143	e1143	n/a	V	-1.0
ch1144	e1144	n/a	V	-1.0
ch1145	e1145	n/a	V	-1.0
ch1146	e1146	n/a	V	-1.0
ch1147	e1147	n/a	V	-1.0
ch1148	e1148	n/a	V	-1.0
ch1149	e1149	n/a	V	-1.0
ch1150	e1150	n/a	V	-1.0
ch1151	e1151	n/a	V	-1.0
